2.233098639865754159e-02,1.032708016761524072e-01,7.947743157530322289e-02,2.497879177416849616e-01,5.168771867079217236e-02,8.742780786328249731e-02
-2.103883504578892560e-01,3.039830726882088996e-01,-2.320494196957680333e-01,3.119449564753057902e-01,1.749626621469603238e-01,-9.569428511561864359e-02
-2.945495584678872181e-01,9.610286233217194690e-03,-5.521874181327077885e-02,-2.300758635200479407e-01,-2.505939969266550438e-02,3.462119074721983769e-02
5.053793205624992346e-01,9.839926446408410465e-02,-1.432133610130996160e-01,-3.394448350788236146e-01,2.762846228398392334e-01,8.635259321266040844e-02
-3.091804102105693425e-02,-3.787944135455595940e-01,4.965738836793343741e-02,9.951653122276082463e-04,3.128251078356837633e-02,6.703079609090872859e-02
-6.633915104437293486e-02,-6.887153027584719256e-02,-2.392426158484670939e-01,-6.710662797977143268e-02,4.572633659777413512e-02,7.385190599584218196e-02
2.569280732033425996e-01,-9.460590465562369877e-02,2.637219442817594350e-01,1.882450849479564703e-01,-3.119968275913591604e-01,-1.326080790071351434e-01
-4.822441781502411623e-02,1.246929778033599306e-01,7.228468200061137494e-02,7.067144116320514535e-02,2.190906957860411786e-01,3.610361296973029210e-01
3.173977730454236590e-01,-1.579420812354165593e-01,1.937789838592300640e-01,2.710913068577493479e-01,-2.715233949766961974e-01,-2.109221745062295206e-01
-4.058596512994109423e-02,-2.337777554199013952e-01,-3.646278223546430830e-01,-2.178037227499610151e-03,-5.463037559353731143e-02,1.092113353706028467e-01
2.005775872261532089e-01,1.230945709000360461e-01,2.478468780076573119e-01,2.540046377373351150e-01,3.909023256147801072e-03,1.384628528940250181e-01
2.363949496670701145e-01,5.628438421630446720e-02,-2.545094870401952147e-01,-1.905970354624509644e-01,4.160929023574045510e-02,-1.447074271641092813e-01
3.715360872872292691e-02,3.032811675355280845e-01,3.917671650930427130e-01,2.357770939219097639e-02,3.963768717428748506e-02,8.198451550694854997e-03
-1.009030061444411847e-01,-2.967665471969971433e-04,-2.630299243316838731e-01,-1.444358569684237384e-02,-3.262064023384893541e-01,2.634277150809857804e-02
3.753033028508762636e-01,-8.398083378910362051e-02,1.474674623345456348e-01,2.428385393049951879e-01,-2.542324994562693008e-01,-2.454789886020372347e-01
-1.023775628834389662e-01,-3.794259900351611425e-01,-2.242082937692988776e-01,7.875581271506673642e-02,3.150631093575088637e-01,-1.353217755668440214e-01
-8.329672500421679560e-02,4.386577700744589275e-02,-7.096018033520058721e-02,-1.318522981191240506e-01,3.237413236526221622e-02,-1.021106438374023810e-02
2.675863655690063903e-01,-7.839023549201444563e-02,-1.992357811976950277e-01,6.276498363215915477e-02,1.773070836828198882e-01,1.667365210949287857e-01
-6.173988454261643971e-02,1.797309001441867449e-01,1.182341339923477508e-02,9.937176765914233767e-02,-2.884305263867958935e-01,1.639159866264109922e-01
2.954560021681481574e-01,-2.840914868011875094e-01,-9.782352629306899361e-02,1.661172694205347022e-01,1.420631433318874925e-01,4.555532064507027482e-03
-2.338977140633573260e-01,-4.397192228418844023e-03,-3.152122703377261206e-03,-4.185875297279105234e-01,-3.371723225842445087e-03,9.352122947606064662e-02
-1.586420931779192189e-01,2.979260460828271340e-01,-1.785918948086165914e-01,2.492694231184744980e-01,2.443655501347836434e-01,-1.459405475676865960e-01
1.658403941284797845e-01,-2.731951181530806738e-01,-2.348064756825231636e-01,-1.607153869298150878e-02,6.130464972464613749e-02,1.420077599297280002e-01
4.888269205774939397e-01,6.799306169670153721e-02,-1.317341167314029782e-01,-3.693695834119866683e-01,2.843867171332245536e-01,9.719313285741354447e-02
1.524294043285316924e-01,6.532656416130283583e-02,-6.585517320808698116e-02,1.015368383414535502e-01,-1.083677749969047255e-01,-9.615771282905161144e-02
2.507920812905456778e-02,3.602764840899802534e-01,5.915245569273778342e-02,-8.810538233277312448e-02,1.322254313528315184e-01,1.434610742561427954e-01
-7.278703517971836512e-03,-3.208453890836327482e-01,2.201591210259114528e-01,-7.086463832809847263e-02,5.498875356772664480e-02,2.033011050695306965e-01
-3.296570120280840899e-02,2.017998024837365512e-01,2.102801569518038816e-01,9.897066004839057130e-02,2.528492772938302213e-01,1.641880620935932122e-01
-7.960724609426622633e-02,-5.944519041614528682e-02,9.962019261456628305e-02,1.757389692758126384e-02,1.722871954193054833e-01,-2.078866324284273093e-01
1.922220656167195063e-01,-1.690851344786357402e-01,-2.176108919462431401e-01,-1.881792094223889156e-01,6.535916456367681093e-02,-1.149543384473734366e-02
